HITId,rater,AssignmentId,WorkerId,Input.query,Input.baselineQuery,Input.nlQuery,Input.resultSet,plausibility,typicality,human_like_quality,complexity
3XJOUITW975LTPFK5TX022DPHAETQ4,C,3TYCR1GOTQX8BO6Z9JJOVOA1K2NLZB,AEIACTPDXL4MJ,"SELECT t.""vote_amount"", MIN(t.""average_rating""), COUNT(t.""release_date_id"")
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
WHERE p.""deathhyear_id"" IS NULL OR t.""runtime_minutes"" >= '1'
GROUP BY t.""vote_amount"", t.""average_rating""
HAVING MIN(t.""average_rating"") < '4.8';","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the columns vote_amount, the minimum of average_rating and the amount of release_date_id. Only return the data for which deathhyear_id undefined, runtime_minutes is greater or equal than '1' is true. A further constraint is the minimum of average_rating is smaller than '4.8' . Group the result by vote_amount and average_rating. ","Find the number of votes, the minimum of average ratings, and the count of release year ids for all persons and the titles they were involved with where the deathyear-id is undefined, the runtime is greater than or equal to '1', and the minimum of average_rating is smaller than '4.8'.","[{'vote_amount': 5, 'min': 2, 'count': '746'}, {'vote_amount': 5, 'min': 2.6, 'count': '265'}, {'vote_amount': 5, 'min': 3, 'count': '5293'}, {'vote_amount': 5, 'min': 3.4, 'count': '5825'}, {'vote_amount': 5, 'min': 3.6, 'count': '27099'}, {'vote_amount': 5, 'min': 3.8, 'count': '8488'}, {'vote_amount': 5, 'min': 4, 'count': '25210'}, {'vote_amount': 5, 'min': 4.2, 'count': '44141'}, {'vote_amount': 5, 'min': 4.4, 'count': '34852'}, {'vote_amount': 5, 'min': 4.6, 'count': '39766'}]",-2.0,-1.0,1.0,1
3PKJ68EHE0AE2TKCA9W2RIYFSLRJHT,A,3IRIK4HM3OYDKASIU1TEV7RJLPC6CP,A22VIYTSR6XLME,"SELECT AVG(t.""vote_amount""), COUNT(t.""title_name_id""), pp.""profession_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
WHERE pr.""profession_id"" = '36'
GROUP BY pp.""profession_id"", t.""title_name_id""
HAVING COUNT(t.""title_name_id"") > '2408447';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person. Return the columns the average of vote_amount, the amount of title_name_id and profession_id. Only return the data for which profession_id equals '36' is true. A further constraint is the amount of title_name_id is greater than '2408447' . Group the result by profession_id and title_name_id. ","Find the average of the number of votes, the count of title-name-ids, and the profession-ids for all titles and the persons that were involved with them. The profession-id is '36'. The count of title-name-id is larger than '2408447'.","[{'avg': '4260.6666666666666667', 'count': '5301051', 'profession_id': 36}, {'avg': '1659.5000000000000000', 'count': '5301051', 'profession_id': 36}, {'avg': '78.0000000000000000', 'count': '3534034', 'profession_id': 36}, {'avg': '525.0000000000000000', 'count': '4291327', 'profession_id': 36}, {'avg': '292.0000000000000000', 'count': '3786465', 'profession_id': 36}, {'avg': '29.0000000000000000', 'count': '2524310', 'profession_id': 36}, {'avg': '3192.3333333333333333', 'count': '6310775', 'profession_id': 36}, {'avg': None, 'count': '5301051', 'profession_id': 36}, {'avg': '5882.0000000000000000', 'count': '2524310', 'profession_id': 36}, {'avg': None, 'count': '2776741', 'profession_id': 36}]",2.0,1.0,0.0,8
3PKJ68EHE0AE2TKCA9W2RIYFSLRJHT,B,37Z929RLGNMZTPSQN0R7LMNFR09TSH,A6OFKIDN0B2ML,"SELECT AVG(t.""vote_amount""), COUNT(t.""title_name_id""), pp.""profession_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
WHERE pr.""profession_id"" = '36'
GROUP BY pp.""profession_id"", t.""title_name_id""
HAVING COUNT(t.""title_name_id"") > '2408447';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person. Return the columns the average of vote_amount, the amount of title_name_id and profession_id. Only return the data for which profession_id equals '36' is true. A further constraint is the amount of title_name_id is greater than '2408447' . Group the result by profession_id and title_name_id. ","Find the average of the number of votes, the count of title-name-ids, and the profession-ids for all titles and the persons that were involved with them. The profession-id is '36'. The count of title-name-id is larger than '2408447'.","[{'avg': '4260.6666666666666667', 'count': '5301051', 'profession_id': 36}, {'avg': '1659.5000000000000000', 'count': '5301051', 'profession_id': 36}, {'avg': '78.0000000000000000', 'count': '3534034', 'profession_id': 36}, {'avg': '525.0000000000000000', 'count': '4291327', 'profession_id': 36}, {'avg': '292.0000000000000000', 'count': '3786465', 'profession_id': 36}, {'avg': '29.0000000000000000', 'count': '2524310', 'profession_id': 36}, {'avg': '3192.3333333333333333', 'count': '6310775', 'profession_id': 36}, {'avg': None, 'count': '5301051', 'profession_id': 36}, {'avg': '5882.0000000000000000', 'count': '2524310', 'profession_id': 36}, {'avg': None, 'count': '2776741', 'profession_id': 36}]",1.0,0.0,1.0,5
3PKJ68EHE0AE2TKCA9W2RIYFSLRJHT,C,358010RM5S7M2YIEM5X9LCSS30RVX7,A8C5ZXLP2XBDS,"SELECT AVG(t.""vote_amount""), COUNT(t.""title_name_id""), pp.""profession_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
WHERE pr.""profession_id"" = '36'
GROUP BY pp.""profession_id"", t.""title_name_id""
HAVING COUNT(t.""title_name_id"") > '2408447';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person. Return the columns the average of vote_amount, the amount of title_name_id and profession_id. Only return the data for which profession_id equals '36' is true. A further constraint is the amount of title_name_id is greater than '2408447' . Group the result by profession_id and title_name_id. ","Find the average of the number of votes, the count of title-name-ids, and the profession-ids for all titles and the persons that were involved with them. The profession-id is '36'. The count of title-name-id is larger than '2408447'.","[{'avg': '4260.6666666666666667', 'count': '5301051', 'profession_id': 36}, {'avg': '1659.5000000000000000', 'count': '5301051', 'profession_id': 36}, {'avg': '78.0000000000000000', 'count': '3534034', 'profession_id': 36}, {'avg': '525.0000000000000000', 'count': '4291327', 'profession_id': 36}, {'avg': '292.0000000000000000', 'count': '3786465', 'profession_id': 36}, {'avg': '29.0000000000000000', 'count': '2524310', 'profession_id': 36}, {'avg': '3192.3333333333333333', 'count': '6310775', 'profession_id': 36}, {'avg': None, 'count': '5301051', 'profession_id': 36}, {'avg': '5882.0000000000000000', 'count': '2524310', 'profession_id': 36}, {'avg': None, 'count': '2776741', 'profession_id': 36}]",1.0,0.0,0.0,1
3Q9SPIIRXW0LYQCXB25PZM5JHMAWAQ,A,3EF8EXOTTF95L2XRYNYJNFDX3Y61J1,A1AYFR2F1XA5IR,"SELECT t.""average_rating"", t.""title_id"", pt.""profession_id"", p.""birthyear_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""year"" as y
ON p.""deathhyear_id"" = y.""year_id""
WHERE t.""vote_amount"" IS NOT NULL OR pp.""person_id"" >= '74';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and year. Return the columns average_rating, title_id, profession_id and birthyear_id. Only return the data for which vote_amount undefined, person_id is greater or equal than '74' is true.   ","Find the average ratings, the title IDs, the profession IDs, and the birth year IDs for all titles and the persons that were involved with them with the number of votes undefined, the person ID is greater than or equal to '74'.","[{'average_rating': 7.8, 'title_id': 37382, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.5, 'title_id': 37610, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.9, 'title_id': 38355, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.5, 'title_id': 39302, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.7, 'title_id': 40506, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.6, 'title_id': 42285, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.2, 'title_id': 43153, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.8, 'title_id': 45891, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.9, 'title_id': 47680, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.2, 'title_id': 47889, 'profession_id': 24, 'birthyear_id': 461}]",1.0,1.0,0.0,7
3Q9SPIIRXW0LYQCXB25PZM5JHMAWAQ,B,3R9WASFE2DUMBWW3N8GQ0B5HN61ZFK,A1QJYCAAUEYSCY,"SELECT t.""average_rating"", t.""title_id"", pt.""profession_id"", p.""birthyear_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""year"" as y
ON p.""deathhyear_id"" = y.""year_id""
WHERE t.""vote_amount"" IS NOT NULL OR pp.""person_id"" >= '74';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and year. Return the columns average_rating, title_id, profession_id and birthyear_id. Only return the data for which vote_amount undefined, person_id is greater or equal than '74' is true.   ","Find the average ratings, the title IDs, the profession IDs, and the birth year IDs for all titles and the persons that were involved with them with the number of votes undefined, the person ID is greater than or equal to '74'.","[{'average_rating': 7.8, 'title_id': 37382, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.5, 'title_id': 37610, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.9, 'title_id': 38355, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.5, 'title_id': 39302, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.7, 'title_id': 40506, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.6, 'title_id': 42285, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.2, 'title_id': 43153, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.8, 'title_id': 45891, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.9, 'title_id': 47680, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.2, 'title_id': 47889, 'profession_id': 24, 'birthyear_id': 461}]",0.0,1.0,1.0,7
3Q9SPIIRXW0LYQCXB25PZM5JHMAWAQ,C,3X1FV8S5JB5BGCNOXVX5XQSX0AVGV0,A29HILIOBLRW1S,"SELECT t.""average_rating"", t.""title_id"", pt.""profession_id"", p.""birthyear_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""year"" as y
ON p.""deathhyear_id"" = y.""year_id""
WHERE t.""vote_amount"" IS NOT NULL OR pp.""person_id"" >= '74';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and year. Return the columns average_rating, title_id, profession_id and birthyear_id. Only return the data for which vote_amount undefined, person_id is greater or equal than '74' is true.   ","Find the average ratings, the title IDs, the profession IDs, and the birth year IDs for all titles and the persons that were involved with them with the number of votes undefined, the person ID is greater than or equal to '74'.","[{'average_rating': 7.8, 'title_id': 37382, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.5, 'title_id': 37610, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.9, 'title_id': 38355, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.5, 'title_id': 39302, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.7, 'title_id': 40506, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.6, 'title_id': 42285, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 7.2, 'title_id': 43153, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.8, 'title_id': 45891, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.9, 'title_id': 47680, 'profession_id': 24, 'birthyear_id': 461}, {'average_rating': 6.2, 'title_id': 47889, 'profession_id': 24, 'birthyear_id': 461}]",1.0,-1.0,0.0,1
3ZVPAMTJX0HH0L8EY8NT8985N28RGU,A,3HHRAGRYXMJ1BIRJID5HAHC2043O9F,A1TKSQA2WT3IDS,"SELECT t.""title_id"", pt.""title_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""name"" as n
ON p.""name_id"" = n.""name_id""
WHERE p.""deathhyear_id"" > '135' AND n.""name_id"" <> '244'
ORDER BY t.""average_rating"" DESC;","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and name. Return the columns title_id and title_id. Only return the data for which deathhyear_id is greater than '135', name_id doesn't equal '244' is true.   Sort the result descending by average_rating.","Find the title-ids and the title-ids for all titles and the persons that were involved with them if the deathyear-id is larger than '135', and the name-id is not '244'. Sort the result by the average rating in descending order.","[{'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}]",1.0,0.0,0.0,5
3ZVPAMTJX0HH0L8EY8NT8985N28RGU,B,3E47SOBEY4ATDUNJW223SAHOUG8CIQ,A2NWRHFNOZ51FS,"SELECT t.""title_id"", pt.""title_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""name"" as n
ON p.""name_id"" = n.""name_id""
WHERE p.""deathhyear_id"" > '135' AND n.""name_id"" <> '244'
ORDER BY t.""average_rating"" DESC;","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and name. Return the columns title_id and title_id. Only return the data for which deathhyear_id is greater than '135', name_id doesn't equal '244' is true.   Sort the result descending by average_rating.","Find the title-ids and the title-ids for all titles and the persons that were involved with them if the deathyear-id is larger than '135', and the name-id is not '244'. Sort the result by the average rating in descending order.","[{'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}]",-1.0,0.0,0.0,2
3ZVPAMTJX0HH0L8EY8NT8985N28RGU,C,3IFS6Q0HJWX9KBCFTOS37FL6GJTISP,A3Q1GDYWFZMSBZ,"SELECT t.""title_id"", pt.""title_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""name"" as n
ON p.""name_id"" = n.""name_id""
WHERE p.""deathhyear_id"" > '135' AND n.""name_id"" <> '244'
ORDER BY t.""average_rating"" DESC;","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and name. Return the columns title_id and title_id. Only return the data for which deathhyear_id is greater than '135', name_id doesn't equal '244' is true.   Sort the result descending by average_rating.","Find the title-ids and the title-ids for all titles and the persons that were involved with them if the deathyear-id is larger than '135', and the name-id is not '244'. Sort the result by the average rating in descending order.","[{'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}, {'title_id': 140967}]",1.0,2.0,1.0,7
338431Z1GYT5SYPCMR01DIH7EOZORE,A,3WLEIWSYH2VGJHKXTRVCGL7NICG2HE,A1RP59A16RZSLX,"SELECT p.""person_id"", p.""birthyear_id""
FROM imdb2.""person"" as p

WHERE p.""birthyear_id"" IS NOT NULL OR p.""deathhyear_id"" > '135' OR p.""person_id"" <> '221717'
ORDER BY p.""deathhyear_id"" ASC;","Use table person. Return the columns person_id and birthyear_id. Only return the data for which birthyear_id undefined, deathhyear_id is greater than '135', person_id doesn't equal '221717' is true.   Sort the result ascending by deathhyear_id.","Find the person-ids and the birthyear-ids for all persons with the birthyear-id undefined, the deathyear-id is larger than '135', and the person-id is not '221717'. Sort the result by the deathyear-id in ascending order.","[{'person_id': 2488806, 'birthyear_id': 97}, {'person_id': 1058301, 'birthyear_id': 510}, {'person_id': 483970, 'birthyear_id': 9}, {'person_id': 289073, 'birthyear_id': 153}, {'person_id': 361892, 'birthyear_id': 456}, {'person_id': 425592, 'birthyear_id': 384}, {'person_id': 451762, 'birthyear_id': 28}, {'person_id': 341202, 'birthyear_id': 453}, {'person_id': 311375, 'birthyear_id': 124}, {'person_id': 355986, 'birthyear_id': 63}]",1.0,0.0,1.0,10
338431Z1GYT5SYPCMR01DIH7EOZORE,B,340UGXU9DCFULUOJH0MM15TO9IAUVE,A2F14UKU27EW01,"SELECT p.""person_id"", p.""birthyear_id""
FROM imdb2.""person"" as p

WHERE p.""birthyear_id"" IS NOT NULL OR p.""deathhyear_id"" > '135' OR p.""person_id"" <> '221717'
ORDER BY p.""deathhyear_id"" ASC;","Use table person. Return the columns person_id and birthyear_id. Only return the data for which birthyear_id undefined, deathhyear_id is greater than '135', person_id doesn't equal '221717' is true.   Sort the result ascending by deathhyear_id.","Find the person-ids and the birthyear-ids for all persons with the birthyear-id undefined, the deathyear-id is larger than '135', and the person-id is not '221717'. Sort the result by the deathyear-id in ascending order.","[{'person_id': 2488806, 'birthyear_id': 97}, {'person_id': 1058301, 'birthyear_id': 510}, {'person_id': 483970, 'birthyear_id': 9}, {'person_id': 289073, 'birthyear_id': 153}, {'person_id': 361892, 'birthyear_id': 456}, {'person_id': 425592, 'birthyear_id': 384}, {'person_id': 451762, 'birthyear_id': 28}, {'person_id': 341202, 'birthyear_id': 453}, {'person_id': 311375, 'birthyear_id': 124}, {'person_id': 355986, 'birthyear_id': 63}]",2.0,1.0,1.0,6
338431Z1GYT5SYPCMR01DIH7EOZORE,C,3TXWC2NHND4G9AJCPUMQUMM3XT6S9G,A3KZEYTTT28553,"SELECT p.""person_id"", p.""birthyear_id""
FROM imdb2.""person"" as p

WHERE p.""birthyear_id"" IS NOT NULL OR p.""deathhyear_id"" > '135' OR p.""person_id"" <> '221717'
ORDER BY p.""deathhyear_id"" ASC;","Use table person. Return the columns person_id and birthyear_id. Only return the data for which birthyear_id undefined, deathhyear_id is greater than '135', person_id doesn't equal '221717' is true.   Sort the result ascending by deathhyear_id.","Find the person-ids and the birthyear-ids for all persons with the birthyear-id undefined, the deathyear-id is larger than '135', and the person-id is not '221717'. Sort the result by the deathyear-id in ascending order.","[{'person_id': 2488806, 'birthyear_id': 97}, {'person_id': 1058301, 'birthyear_id': 510}, {'person_id': 483970, 'birthyear_id': 9}, {'person_id': 289073, 'birthyear_id': 153}, {'person_id': 361892, 'birthyear_id': 456}, {'person_id': 425592, 'birthyear_id': 384}, {'person_id': 451762, 'birthyear_id': 28}, {'person_id': 341202, 'birthyear_id': 453}, {'person_id': 311375, 'birthyear_id': 124}, {'person_id': 355986, 'birthyear_id': 63}]",1.0,1.0,,10
37M4O367WWWSN862C48LIDN6R6VM5J,A,392CY0QWGF5QIQA43NWL9C5023QI4I,A1H8AO3Z2HY5DA,"SELECT pt.""profession_id"", pr.""profession"", p.""name_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
WHERE t.""title_name_id"" BETWEEN '1530336' AND '3453054' OR t.""average_rating"" IS NULL AND p.""deathhyear_id"" IS NOT NULL AND p.""name_id"" <> '7963478'
ORDER BY p.""birthyear_id"" DESC;","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person. Return the columns profession_id, profession and name_id. Only return the data for which title_name_id is is between 1530336 and 3453054, average_rating undefined, deathhyear_id undefined, name_id doesn't equal '7963478' is true.   Sort the result descending by birthyear_id.","Find the profession-ids, the professions, and the name-ids for all titles and the persons that were involved with them. The title-name-id is between 1530336 and 3453054, the average rating is undefined, the deathyear-id is undefined, and the name-id is not '7963478'. Sort the result by the birthyear-id in descending order.","[{'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}]",1.0,2.0,0.0,8
37M4O367WWWSN862C48LIDN6R6VM5J,B,3ND9UOO81YG4HT1UYWZHWKGJ30JWLW,A2D749IVOS2YZ4,"SELECT pt.""profession_id"", pr.""profession"", p.""name_id""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
WHERE t.""title_name_id"" BETWEEN '1530336' AND '3453054' OR t.""average_rating"" IS NULL AND p.""deathhyear_id"" IS NOT NULL AND p.""name_id"" <> '7963478'
ORDER BY p.""birthyear_id"" DESC;","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person. Return the columns profession_id, profession and name_id. Only return the data for which title_name_id is is between 1530336 and 3453054, average_rating undefined, deathhyear_id undefined, name_id doesn't equal '7963478' is true.   Sort the result descending by birthyear_id.","Find the profession-ids, the professions, and the name-ids for all titles and the persons that were involved with them. The title-name-id is between 1530336 and 3453054, the average rating is undefined, the deathyear-id is undefined, and the name-id is not '7963478'. Sort the result by the birthyear-id in descending order.","[{'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}, {'profession_id': 26, 'profession': 'writer', 'name_id': 5475442}]",1.0,1.0,0.0,6
